,Tipo de inmueble,Modalidad,Precio UF,Precio CLP,Comuna,Baños,Dormitorios,Descripcion
94,Departamento,comprar,"2.856,19",80.000.000,San Miguel,2,2,"Departamento 6to piso, orientación sur, 2 dormitorios y 2 baños, uno en suite, ambos equipados con tina. Dormitorio principal amplio y luminoso y segundo dormitorio mas pequeño para cama de 1 plaza o walking closet, cada habitación con closet propio proporcional. Area de comedor y living compartida con piso flotante beige, cocina individual con mesones ambos lados, logia al final pequeña para lavadora y secadora. balcón terraza desde living hasta la cocina. Saliendo del edificio esta la entrada a Metro Lo Vial, cercano a registro civil, bancos, colegios, acceso a ruta 5 a 4-5 cuadras. Gastos comunes aproximados 60 a 70.000, el condominio cuenta con piscina, áreas verdes y sala multiuso, conserje 24 horas. Valor 80.000.000!! conversable."
95,Departamento,comprar,"2.460,00",68.902.951,Santiago,1,1,"Santiago centro, Vende departamento con muy poco uso, 34 metros cuadrados, orientación oriente. El departamento cuenta con un dormitorio, un baño completo, closet, living comedor, piso flotante, terraza, cocina amoblada con equipamiento como, cocina eléctrica, horno y extractor. El edificio cuenta con conserjería 24hrs., cámaras de vigilancia, gimnasio, piscina, salón gourmet, salón lounge, lavandería, ascensores y en azotea gran terraza y 2 quinchos. Gasto común de $50.000 aprox. más agua caliente.Privilegiada ubicación con excelente conectividad a Avenida Matta, Santa Rosa, San Diego y a minutos de metro Parque Almagro o Avenida Matta, Avenida Libertador Bernardo O´Higgins, ciclo vías, parques, supermercados, farmacias, servicios en general Para generar una orden de visita: debe ingresar agenteinmobiliario, en el buscador, digite el código 4771641 de la propiedad publicada en portal inmobiliario o de lo contrario, solo la comuna. Complete la orden de visita, un  ejecutivo se pondrá en contacto con usted dentro de las próximas 4 horas hábiles."
96,Casa,comprar,"2.499,16",70.000.000,Lo Prado,1,3,GRAN CASA LO PRADO 176 MTS 23 PIEZAS + BAÑO + LIVING COMEDOR + PATIO GRANDECERCA METRO PUDAHUEL PUEDE SER DE USO PARTICULAR O COMERCIALMUY BUENA ACCESIBILIDADCERCANO A SUPERMERCADOS
97,Casa,comprar,"3.391,72",95.000.000,Maipú,3,3,Vendo hermosa casa Viva en un barrio tranquilo sector ciudad satélite barrio austral Oriente ubicada en recinto cerrado con Porton automático y clave ojo sin gastos comunes con gran plaza central estacionamiento de visita cercano a colegios supermercado bancos templo comercio áreas verdes fuegos infantiles locomoción a una cuadra Vende su DueñoNo puedo responder por este medio favor al contacto +56946879385 Mauro
98,Casa,comprar,"2.677,64",74.999.000,Maipú,2,4,"Maipú, Vendo casa con negocio almacén de barrio establecido funcionando, 82 metros cuadrados de terreno y 164 metros cuadrados construidos (información entregada por cliente), orientación poniente. La casa cuenta con dos piso, primer piso: tiene un negocio establecido por más de 10 años con permiso de vender (abarrotes, panadería, carnicería), viene incluido en el negocio máquina para hacer masa y horno para hacer pan, y posee un baño. Segundo piso: consta con 4 dormitorios, 1 baño, living comedor, sala de estar y cocina. Excelente ubicación cercana a Avenida Portales y Tres Poniente, sector muy residencial. Cercano a colegios, bancos y servicios en    general con muy buena locomoción. Para generar una orden de visita: Debe ingresar agenteinmobiliario, digite el código 4742359 de Portal Inmobiliario dentro de la Home, en el buscador, complete la Orden de Visita. Un  ejecutivo se pondrá en contacto con usted dentro de las próximas 4 horas hábiles."
99,Departamento,comprar,"2.950,00",82.627.523,Santiago,2,2,"Vendo departamento, 42 metros cuadrados de superficie (información entregada por cliente), orientación Nor oriente. El departamento cuenta de dormitorio principal amplio, segundo dormitorio, ambos con closet y piso alfombrado, baño completo al pasillo con piso porcelanato, living comedor con piso flotante, cocina  abierta amoblada con encimera de 4 platos, horno eléctrico y extractor de aire. Además el departamento se vende con bodega.Edificio moderno cuenta con conserjería 24hrs., cámaras de vigilancia, ascensores, gimnasio, lavandería, sala multiuso, sector de juegos para niños, 3 quinchos y piscina con maravillosa vista panorámica en último piso.Privilegiada ubicación con excelente conectividad autopista de Avenida Manuel Rodríguez y a minutos de metro Santa Ana y  Los Héroes, ciclovías, parques, supermercados, farmacias, bancos, colegios, servicios en general."
100,Casa,comprar,"1.569,00",43.946.638,La Pintana,1,3,"Se Vende Propiedad en Villa Las Zarzuelas, comuna de La Pintana. Casa de 2 pisos y pareada ambos lados, ubicada en pasaje con estacionamiento amplio, grandes espacios en living y comedor. En el primer piso cuenta con cocina americana, baño grande con conexión para lavadora y un patio pequeño de 15 metros cuadrados. En el segundo piso encontramos 3 dormitorios con espacio para sala de estar o sala de estudios.En su entorno encontramos supermercado Mayorista 10 a solo 10 minutos, Feria 2 veces por semana a solo una cuadra, cercana a colegio Alberto Magno La Florida y Politécnico Profesional Aprender, a 2 minutos de avenida La Serena acceso sur, a 15 minutos del metro San José de la Estrella, locomoción al metro a solo pasos.Consultas y visitas con Loreto Bustos al 9 6565 7939"
101,Casa,comprar,"2.016,82",56.490.000,La Florida,1,2,"Vendo casa sólida en sector residencial muy tranquilo de dos pisos con ampliación, 100 metros cuadrados de terreno y 80 metros cuadrados construidos (de ellos 50 metros cuadrados son regularizados y 30 en ampliación no regularizada, información entregada por cliente), orientación poniente. Primer piso living comedor, cocina, patio trasero techado completo utilizado hoy como taller de costura, antejardín y entrada de autos techada con estacionamiento para 1 vehículo. Segundo piso 2 dormitorios y un baño completo.Excelente ubicación a minutos de metro Elisa Correa en sector muy tranquilo, locomoción Transantiago a todo Santiago, comisaria a 3 cuadras, colegios, parques, supermercados, bancos, servicios en general.Para generar una orden de visita: Debe ingresar agenteinmobiliario, digite el código 4769515 Interno de Portal Inmobiliario dentro de la Home, en el buscador, complete la Orden de Visita. Un  ejecutivo se pondrá en contacto con usted dentro de las próximas 4 horas hábiles."
102,Departamento,comprar,"5.283,95",148.000.000,Las Condes,1,1,"Hermoso departamento en Avenida las Condes (38 mt2), con vista norte, a pasos de prestigiosas Clínicas, centros comerciales y con excelente conectividad a autopista. Cuenta con 1 dormitorio con walk in closet, 1 baño, bodega y estacionamiento en subterráneo, además de una extensa terraza de 11mt2. Dormitorio en suite, piso flotante en living comedor y habitación. Cocina full amoblada y equipada. Calefacción central. Hermosas áreas en común: Piscina al aire libre y otra temperada, quincho, sala de eventos, sala de cine, sala de reuniones, gran gimnasio con sauna, múltiples estacionamientos de visitas y lavandería. Seguridad 24 horas con conserjería en ambos accesos de entrada. Cámaras de seguridad presentes.5.300 uf se aceptan ofertas !!!"
103,Casa,comprar,"2.709,81",75.900.000,La Florida,1,3,"Propiedad con buena ubicacion entre Santa Raquel y San Jose de la Estrella a pasos de Paradero de Locomocion directa a Metro, cercano a Colegios, Bencinera, Centro Comercial Strip Center (carniceria, gimnasio,restaurant,farmacia,servipag entre otros) Supermercado en frente, Plaza con Juegos, Cancha Deportiva, Lubricentros entre otros.Cuenta:Entrada de vehiculo con portón corredizoPatio techado Patio traseroVentanas con protecciónAntejardinDistribucion:living y Comedor mismo ambiente3 Dormitorios: 1 matrimonial y 2 juveniles Cocina Amoblada con LavaplatosBaño completoPiso completamente con ceramicaMuy buena oportunidad familiar!!!Metros Construidos: 55 m² Aprox.Metros Terreno: 70 m² Aprox.No dejes de visitar esta increíble propiedad, agenda una visita con nosotrosOFERTA ESTA SEMANA $75.900.000¡Una real oportunidad para compra o inversión!Precio Oferta: $75.900.000 + comisión corredorSe recibe Efectivo, Crédito Hipotecario,Contáctenos:Oficina Av. Las Torres N°730, Comuna de Quilicura.Fono: (2)2926 2537 – Cel.: (9)8992 8917Fono: (2)2687 3967 – Cel.: (9)8988 6335"
104,Casa,comprar,"5.355,32",149.999.000,Santiago,3,4,"Santiago centro, se vende casa remodelada para uso comercial o habitacional en plena avenida, 100 metros cuadrados de superficie, 112 metros cuadrados construidos (información entregada por cliente), orientación poniente. Primer piso, Amplio living comedor, tres baños, amplia cocina, antejardín y estacionamiento para cuatro autos. Segundo piso, cuatro dormitorios o despachos, sala de estar o recepción.Privilegiada ubicación centralizada en avenida principal a pasos de metro Rondizzoni, colegios, supermercados y servicios en general.Para generar una orden de visita: debe ingresar agenteinmobiliario en el buscador, digite el código 4790569 de la propiedad publicada en portal inmobiliario o de lo contrario, solo la comuna. Complete la orden de visita, un  ejecutivo se pondrá en contacto con usted dentro de las próximas 4 horas hábiles."
105,Casa,comprar,"1.606,60",45.000.000,La Pintana,2,4,"Casa con Almacen, San Francisco/ Julio Chavez, La Pintana 6D, 1B$45.000.000.-180mt2 Terreno, 120mt2 construidos -Almacen Funcionando -Living comedor amplio e iluminado, piso en ceramica.-Cocina, amplia, independiente, piso en ceramica.-6 dormitorios, -Baño, piso en ceramica.-Estacionamiento 2 Vehiculos.Cercano a Supermercados, Farmacias, Hospital, ColegiosConectividadAutopista central 6kmAcceso Sur 6kmTransporte publicoMetro (futura estacion El Pino 2020) ColectivosTransantiago (203,228,229,G05,G08)Se acepta Credito Hipotecario, Subsidio DS1, Leasing, Pago en efectivo.valor poco conversable.Atrevete a comprar, gestionamos tu credito!! (Consumo o Leasing) ContactanosMas información y coordinar visitasAdministradora de bienes y servicios inmobiliarios SPAWhatsapp!!+56 9 3271 3503 Gloria Lobos,   Ejecutiva+56 9 3325 8412 Kelly Salas, Ejecutiva+56 9 5988 8730 Jonathan Estay, EjecutivoOficina2 3285 6659"
106,Departamento,comprar,"2.106,44",59.000.000,Santiago,1,1,"ADB Vende!!IMPECABLE Y REMODELADO A PASOS DE METRO SANTA ANA (AMUNATEGUI/ CATEDRAL)$59.000.000.-DEPARTAMENTO DE 1 DORMITORIO CON BAÑO EN SUITE Y WALK IN CLOSETLIVING COMEDOR CON AMPLIO VENTANAL CON PISO FLOTANTE Y BALCON A LA CALLE AMUNATEGUI, COCINA COMPLETAMENTE AMOBLADAY EQUIPADA.CERCANO A METRO SANTA ANA, BANCOS, UNIVERSIDADES, PARQUES, COLEGIOS, TODO PARA UNA VIDA TRANQUILA EN PLENO CENTRO DE SANTIAGO DEPARTAMENTO INCLUYE AMPLIA BODEGA EN PRIMER SUBTERRANEO, GASTOS COMUNES $50.000.- (INCLUYEN AGUA CALIENTE)EDIFCIO EQUIPADO CON-PISCINA-GIMNASIO-SALA DE EVENTOS-SALA DE CINE-CIRCUITO CERRADO DE TELEVISION-CONSERJERIA Y CONTROL DE ACCESO 24HRS-3 ASCENSORESDEPARTAMENTO UBICADO EN 4TO PISO, CON SOLO 7 DPTOS POR PISO, Se acepta Credito Hipotecario, Subsidio DS1, Leasing, Pago en efectivo.valor poco conversable.Atrevete a comprar, gestionamos tu credito!! (Consumo o Leasing) ContactanosMas información y coordinar visitasAdministradora de bienes y servicios inmobiliarios SPAWhatsapp!!+56 9 5988 8730 Jonathan Estay, Ejecutivo+56 9 3271 3503 Gloria Lobos,   Ejecutiva+56 9 3325 8412 Kelly Salas, EjecutivaOficina2 3285 6659"
107,Casa,comprar,"1.963,63",55.000.000,La Granja,1,4,"ADB Vende!!Trinidad/ La Serena, 5D, 2B, 1Est, Metro La GranjaCasa 5 dormitorios, 2 BañosLiving comedor juntos, con piso en ceramicaCocina Independiente, con piso en ceramica 5 Dormitorios (1 en 1er Piso, 4 en 2Do Piso Medianos)1 Baños CompletosAntejardinEstacionamiento 1 Vehiculo SedanCercano aServicentroSupermercadoColegiosJardinesMall Plaza Vespucio 10minExcelente conectividad aVespucio SUrLocomocion a 50mt Metro La Granja (Linea 4A a 10 Minutos)Se acepta Credito Hipotecario, Subsidio DS1, Leasing, Pago en efectivovalor poco conversable.Atrevete a comprar, gestionamos tu credito!! (Consumo o Leasing) ContactanosMas información y coordinar visitasAdministradora de bienes y servicios inmobiliarios SPAWhatsapp!!+56 9 3271 3503 Gloria Lobos,   Ejecutiva+56 9 3325 8412 Kelly Salas, Ejecutiva+56 9 5988 8730 Jonathan Estay, EjecutivoOficina2 3285 6659"
108,Casa,comprar,"1.749,41",49.000.000,Quilicura,1,3,"ADB VendeCasa, Quilicura Lo Marcoleta/ Lo Cruzat, 3 dorm, 1 baño. $49.000.000.-living y comedor amplio e iluminado con piso cerámica, cocina independiente con muebles empotrados, iluminada y ventilacion naturalDormitorios amplios, iluminados, piso flotantepatio trasero con cobertizo, antejardin con estacionamiento techadobarrio tranquilo, excelente conectividad, salida  Marcoleta a autopista central, cercano a colegios, supermercados, etc.locomoción a la puerta.Se acepta Credito Hipotecario, Subsidio DS1, Leasing, Pago en efectivovalor poco conversable.Atrevete a comprar, gestionamos tu credito!! (Consumo o Leasing) ContactanosMas información y coordinar visitasAdministradora de bienes y servicios inmobiliarios SPAWhatsapp!!+56 9 4844 8809 Meli Hernandez,   Ejecutiva+56 9 3271 3503 Gloria Lobos,   Ejecutiva+56 9 3325 8412 Kelly Salas, Ejecutiva+56 9 5988 8730 Jonathan Estay, EjecutivoOficina2 3285 6659"
109,Departamento,comprar,"2.070,73",58.000.000,Santiago,2,2,Hermoso departamento a buen precio
110,Departamento,comprar,"2.070,73",58.000.000,Santiago,2,2,Hermoso departamento a buen precio
111,Departamento,comprar,"2.856,19",80.000.000,Santiago,2,2,2 DORMITORIOS / 2 BAï¿½OS / COCINA TRADICIONAL INTEGRADA
112,Departamento,comprar,"2.856,19",80.000.000,Santiago,2,2,2 DORMITORIOS / 2 BAÃOS / COCINA TRADICIONAL INTEGRADA
113,Departamento,comprar,"2.070,73",58.000.000,Santiago,2,2,Hermoso departamento a buen precio
114,Departamento,comprar,"2.856,19",80.000.000,Santiago,2,2,2 DORMITORIOS / 2 BAï¿½OS / COCINA TRADICIONAL INTEGRADA
115,Departamento,comprar,"2.856,19",80.000.000,Santiago,2,2,2 DORMITORIOS / 2 BAï¿½OS / COCINA TRADICIONAL INTEGRADA
116,Departamento,comprar,"2.310,00",64.701.552,Santiago,1,1,"Santiago centro, vendo luminoso departamento, 41 metros cuadrados (información entregada por cliente), orientación norte, dormitorio, baño completo con conexión de lavadora, living comedor con acceso a terraza que abarca hasta el dormitorio, cocina americana amoblada con encimera horno eléctrico y extractor de aire. El edificio cuenta con conserjería 24hrs., cámaras de vigilancia, piscina, pequeña sala de reuniones, gimnasio y lavandería.Privilegiada ubicación con excelente conectividad a minutos de metro Toesca y autopista central, ciclo vías, parques, supermercados, farmacias, universidades, colegios, servicios en general.Para generar una orden de visita: debe ingresar agenteinmobiliario, en el buscador, digite el código 4818280 de la propiedad publicada en portal inmobiliario o de lo contrario, solo la comuna. Complete la orden de visita, un  ejecutivo se pondrá en contacto con usted dentro de las próximas 4 horas hábiles."
117,Casa,comprar,"6.783,45",190.000.000,San Miguel,2,3,"Euclides Nº 1458.   Excelente y amplia casa ubicada entre San Ignacio y Barcelona. A pasos de Gran Avenida, Con muy buena conectividad, accesos rápidos a otras comunas por encontrarse a pasos de estaciones de metro Franklin, a un par de cuadras del metro el Llano.   Cuenta con un entorno completo de comercio variado, bancos, notarias, transporte público, Colegios, supermercados, entidades públicas como la Municipalidad, centros médicos entre otros.Se distribuye :Living comedorCocina amoblada3 Dormitorios amplios2 BañosPatio de luzToda la casa cuenta con piso de Parquet original.TerrazaGran patio interior con jardineras y quincho, además de un departamento interior y bodegaCuenta con estacionamientoContactar a:Elisa TrujilloAgente InmobiliarioTrujillo Propiedades"
118,Departamento,comprar,"1.740,00",48.736.234,Independencia,1,1,"Departamento con excelente ubicación en Av. Independencia, emplazado en el corazón de independencia. A solo 3 cuadras de la Nueva Estación de Metro Hospitales, Cercano a Estaciones de Buses, a Facultad de medicina y Hospital Clínico de la Universidad de Chile, entorno tranquilo y residencial, A 4 minutos del Mall independencia. EXENTO DE PAGO DE CONTRIBUCIONES. Propiedad del año 2012.Valor de Venta: 1.740 UF.Características Departamento: - Departamento 1 dormitorio y 1 baño en suite.- Ubicado en piso 20 con Vista despejada Poniente posee 30m² útiles.- Conexión a lavadora en baño- Piso flotante en living/comedor y alfombro en dormitorio.- Piso de cerámica en baños y cocina.- Cocina americana equipada con encimera, horno eléctrico, campana de acero. Equipamiento del Condominio: - Gimnasio equipado - Sala de lavado y secado- Piscina familiar - Sala multiuso- Áreas verdes- Quinchos- Conserjería 24hrs - Accesos controlados y Seguridad con Circuito Cerrado de tvDatos y Metraje proporcionado por el propietario.Contacto +56961848730"
119,Casa,comprar,"3.180,00",89.069.669,Maipú,3,3,"Maipú, se vende hermosa casa sector exclusivo, 140 metros cuadrados de superficie, 80 metros cuadrados construidos (información entregada por cliente), La casa esta remodelada completamente, Primer piso: living y comedor separado, baño de visita bajo escalera, cocina amoblada y equipada, piso de cerámica, amplio estacionamiento hasta dos auto techado con viga a la vista y piso de cerámica, excelente terraza y jardín en parte trasera de la propiedad techado con viga a la vista. Segundo piso: tres dormitorios alfombrados, principal en suite con baño privado completo, un baño completo en pasillo. Revestimiento térmico en muros perimetrales, ventanas de PVC blanco.Excelente ubicación con cercanía con fácil acceso a camino a Melipilla, colegio, supermercado Unimarc, Construmart, servicios en general.Para generar una orden de visita: debe ingresar agenteinmobiliario, en el buscador, digite el código 4858545 de la propiedad publicada en portal inmobiliario o de lo contrario, solo la comuna. Complete la orden de visita, un ejecutivo se pondrá en contacto con usted dentro de las próximas 4 horas hábiles."
120,Departamento,comprar,"2.463,46",69.000.000,San Miguel,3,2,"Departamentl 2 dormitorio, 2 baños, wolkin closet , living , comedor , cocina amoblada, piso 2, con bodega , no tiene estacionamiento gastos comunes 52.000, tiene balconComunicarse al wasap 989707046 Direccion comuna san miguel , quinta avenida , sector muy bonito , serca del metro ciudad del niño"
121,Departamento,comprar,"2.675,00",74.924.957,Santiago,1,2,"2 dormitorio, 1 baño, cocina y logia aparte, living y comedor integrados. Increíble vista a plaza Yungay desde todas las habitaciones. Se encuentra en el cuarto piso del edificio.Departamento 48m2, con excelente ubicación, metro, colegios, museos, restaurantes, hospitales, universidades, parques, frente a plaza Yungay, Rosas 2725, piso 4 frente a la plaza. Muy buena conectividad y locomoción colectiva, hermoso barrio tranquilo y residencial."
122,Departamento,comprar,"2.106,44",59.000.000,Las Condes,2,3,"Vendo depto 3 dorm, dos baños ubicasomen pasaje yolanda las condes.. cercano a metro, mall, pdi, cesfam y colegios"
123,Casa,comprar,"11.067,74",310.000.000,Ñuñoa,3,4,"Se vende linda y amplia casa en excelente estado, único dueño, ubicado en La Reina, cercano a colegios, jardín infantil, comercio y entorno residencial con alta plusvalía, con eficaz sistema comunitario de seguridad (18 casas)  DESCRIPCION:Amplia y luminosa casa en sector residencial y tranquilo de La Reina, de 1 piso sin desnivel, ideal para niños pequeños o movilidad reducida, con orientación Oriente con 3 dormitorios y 3 baños (con tina), principal en suite con walking closet y pieza de servicios con baño, entrada doble, hall de entrada más sala de estar o de escritorio, living-comedor separados y con ventanales de corredera (sin rejas) y cocina tradicional con mesa de comedor para 4 personas, más loggia interior o sector para agregar sala de planchado.Calefaccion central eléctrico, bodega amplia y proveedor de gas conectado a Metrogas e incluye conexión a balón independiente, si se desea.Tiene estacionamiento para 2 autos (uno interior y otro interior) con posibilidad de ampliación en estacionamiento cerrado.Cuenta con antejardin abierto, sin enrejado y patio trasero amplio en forma de L, incluye terraza, árbol frutal y espacio para quincho, piscina y huerto propio. SUPERFICIE:    140 M2 construidos500 M2 terrenoAño construccion:1981 OTROS ANTECEDENTES:    ·Avalúo Fiscal: $121.669.640 (según Avalúo fiscal primer semestre de 2019)·Contribuciones trimestrales: 223.369·Destino: Habitacional·Dividendo estimado: 53,1 UF/mes MAYOR INFORMACIÓN CONTACTAR AL +56968472055"
124,Departamento,comprar,"1.695,86",47.500.000,Santiago,1,1,"Vendemos departamento de 2 ambientes, atención inversionistas, ubicado en la comuna de Santiago, en calle San Diego con Victoria, a pasos de Av. Matta, cerca de metro Parque O´Higgins, excelente conectividad y comercio en general.El departamento tiene una superficie total aproximada de 27m2, distribuidos en 1 dormitorio suite, closets, baño, cocina americana y sala.Se encuentra en el piso 3, orientación poniente, departamento full electric, cocina amoblada con encimera, horno eléctrico, campana, agua caliente a través de termo,  piso cerámico en sala, cocina y baño, dormitorio alfombrado. Gastos comunes aproximados de $25.000.-Edificio Mirador Central, de 21 pisos, cuenta 3 ascensores, gimnasio, lavandería, 2 salas de eventos, estacionamientos de visitas, quincho, conserjería y accesos controlados las 24 hrs, circuito cerrado de TV.El valor de venta es de $47.500.000.-Vende VersusPropiedadesContactarse a los números:+56 9 99022045 Jorge Salinas+56 9 95104382 Jorge Valdebenito"
125,Casa,comprar,"2.678,00",75.008.985,Peñaflor,2,3,"Se vende hermosa casa esquina Av los Rosales en Comuna de Peñaflor, cuenta con 3 dormitorios, cocina amoblada, comedor de diario. Living-comedor, 2 baños, estufa a leña, ante jardín, entrada de auto, balcón, excelente para negocio, cercana a supermercados y colegios, locomoción justo en av. los Rosales, a 10 minutos de la plaza de Peñaflor y 5 minutos de Malloco."
126,Casa,comprar,"2.784,78",78.000.000,San Bernardo,4,4,"Se vende casa de 2 pisos con 5 dormitorios 2 baños, living comedor, galería patio techado, cerca de colegios, consultorio, comisaría, polideportivo etc. Excelente conectividad ampliación regularizada interesados comunicarse por Interno ±56944084208"
127,Departamento,comprar,"4.712,71",132.000.000,Ñuñoa,2,3,"Departamento ubicado en Ñuñoa, con excelente conectividad, a pasos del metro Villa Frei.3 dormitorios y 2 baños. ubicado en segundo piso.Ascensores nuevos!!Cocina amoblada.Gran terraza, Incluye bodega en subterráneo y estacionamiento de uso y goce.Bajos gastos comunes.Reales interesados escribir para visitar."
128,Casa,comprar,"3.213,21",90.000.000,Quilicura,3,4,"Hermosa Y AMPLIA casa en ALTOS DE QUILICURA, con ESTACIONAMIENTO, a solo 6 minutos en auto del METRO LOS LIBERTADORES. Casa de 2 pisos, estructura perfectamente conservada, dormitorio principal en suite, TIENE ANEXO INDEPENDIENTE con un dormitorio y baño, excelente oportunidad para arriendo como estudio o como local comercial. Cercana a colegios, comercios, parques, locomocion, supermercado y futura estación de metro Av. las torres.4 dormitorios, principal en suite, con opción a un 5to dormitorio.ClosetLiving comedor por separadoCocina equipada y amobladaRevestimientos en cerámica y alfombra2 pisosgrato ambiente familiar."
129,Casa,comprar,"3.213,21",90.000.000,La Florida,2,4,"Vendo casa 5 dormitorios , Dos baños , buena para inversión ya que se arrienda por habitaciones !!!"
130,Departamento,comprar,"3.498,83",98.000.000,Santiago,2,2,"Vendo departamento 2 baños, 2 dormitorios, 56 mts cocina independiente, balcon, logia, centro de santiago 2 cuadras de alameda y metro universidad de chile y metro parque almagro, 6 años, extraordinario. Edificio cuenta con lavanderia, gimnacio y salon de eventos. San diego con eleuerio."
131,Casa,comprar,"0,35",10.000,Melipilla,2,4,Se vende casa Melipilla población teniente Merino  2 casas en 1 amplia con patio grande y ante jardín conversable
132,Casa,comprar,"3.280,00",91.870.602,Pudahuel,2,3,"Anímate Corredora de Propiedades vende acogedora casa en Pudahuel, barrio residencial.VALOR: UF 3280 140 m2 de terreno 59 m2 construidos3 dormitorios, uno en suite.2 baños.Comedor y living.Cocina completa amoblada.Patio lateral y trasero, más antejardín.Entrada de auto para 2 vehículos, estacionados cómodamente.Excelente conectividad a ruta 68, próxima al aeropuerto, supermercados, colegio, centro recreacionales, Mall, metro Barrancas.Interesados llamar al: +56962667342  +56996163489Corredores: Julio Blanc - Leyla Contreras"
133,Casa,comprar,"2.499,16",70.000.000,San Joaquín,1,3,"Vendo casa en la comuna de San Joaquin, 2 pisos, 3 dormitorios, 1 baño, estacionamiento en antejardín, cercano a metro Carlos Valdovinos, Mall La Fabrica y  Supermercados Lider. Se aceptan ofertas serias."
134,Casa,comprar,"3.034,70",85.000.000,Peñalolén,2,3,"Propiedad Solida, hermosa y luminosa. Cuenta con amplio Living Comedor, amplia Cocina, un baño en el primer piso. Segundo piso, tres dormitorios, amplios y un baño. Orientación Oriente. Posee buen patio trasero, con bodega y lavadero, Patio delantero, portón y puerta, donde entran perfectamente dos automóviles,  ubicada a una cuadra de calle principal San Luis de Macul con acceso a locomoción colectiva, Transporte Publico (Transantiago) y variedad de colectivos, conectividad a Metro Macul.Cercana a centros de atención médica (consultorio y hospital), centros educacionales Comisaría, Centros Comerciales y parques.Construcción solida, 3 dormitorios, TODOS TAMAÑO MATRIMONIAL, CON SUS RESPECTIVOS CLOSET, cocina, Living y Comedor (separados).Ofrece gran estilo de vida por amplios espacios de almacenamiento, privacidad, quietud excepcional y espacio exterior para disfrutar.Vende PUERTO HORIZONTE PROPIEDADES"
135,Casa,comprar,"2.677,67",75.000.000,Maipú,2,3,"Acogedora Casa Esquina Amplia, 3 Dormitorios 2 Baños, living comedor, cocina y comedor de diario, galeria, patio  delantero  y patio trasero. Locomoción a la puerta."
136,Departamento,comprar,"5.170,00",144.808.236,Providencia,2,2,"Excelente departamento en muy buen estado y en estratégica ubicación de Providencia. Muy cercano a estación de Metro Inés de Suárez, comercio, áreas verdes, parque.Amplio living comedor con terraza, vista despejada. Cocina tradicional equipada con horno, encimera y campana. Con loggia.Dos amplios dormitorios, principal en suite. Dos baños, principal con ventana.UN ESTACIONAMIENTO y una bodega.Edificio con conserjería las 24 horas, estacionamientos de visita, sala de eventos y lavandería.Se entrega con refrigerador y horno microondas"
137,Departamento,comprar,"5.000,00",140.046.650,Ñuñoa,2,3,"Departamento moderno en privilegiada ubicación de Ñuñoa. A pasos del Metro, parque, comercio, bancos, cafeterías.Amplio living comedor con terraza. Hermosa vista despejada, orientación Nor Oriente. Cocina tradicional, amoblada y equipada, con cubiertas de granito. Loggia.Tres dormitorios, principal en suite con walk in closet. Dos baños completos, principal con ventana.UN ESTACIONAMIENTO y una bodega.Edificio moderno con piscina, quinchos, estacionamientos de visitas, áreas verdes, gimnasio."
138,Departamento,comprar,"5.900,00",165.255.047,Ñuñoa,2,2,"Departamento impecable, moderno, en la mejor ubicación de Ñuñoa. A pasos de estación de Metro Príncipe de Gales. Parque, comercio, ciclovías, cafeterías.Amplio y luminoso living comedor, rica terraza con orientación oriente. Cocina tradicional, con cubiertas de granito, amoblada y equipada con horno, campana y encimera. Loggia.Dos dormitorios, principal en suite, amplio, con walk in closet. Dos baños completos.Un ESTACIONAMIENTO y una bodeg.Edificio moderno, con conserjería las 24 horas, estacionamientos de visita, piscina, gimnasio, sala de eventos, lavandería,  etc.Gastos comunes aprox: $115.000.-"
139,Departamento,comprar,"2.713,38",76.000.000,Independencia,2,3,"Se vende hermoso departamento excelente sector, rodeado de áreas verdes y servicios como supermercados colegios y centros de salud en comuna de Independencia.Consta de 67 metros cuadrados 3 Dormitorios, 2 Baño, Cocina  amoblada y logia  1 Estacionamiento subterráneo.-Pisos cerámicos y alfombra.-Consejería, Quincho, Piscina, Sala Multiuso y Gimnasio.$ 76.000.000 Precio conversable.Canon de arriendo 390.000, bajos gastos comuneSCondominio Oasis Independencia"
140,Casa,comprar,"8.200,00",229.676.506,Macul,2,3,"Preciosa casa en villa macul, remodelada, vende su dueño por viaje, living, comedor, cocina americana, 3 dormitorios, 2 baños principal y visita, estacionamiento para 3 autos techado, bodega y lavadero independiente de la casa, gran terreno. antejardin y patio trasero. cerámico   alrededor de la casa. documentación y recépcion final al día. 985963713 / 992783957."
141,Casa,comprar,"2.856,19",80.000.000,Puente Alto,1,4,"SE VENDE CASA EN CALLE MARIO VARGAS LLOSA, VILLA LOS ANDES DEL SUR COMUNA DE PUENTE ALTO, EN EXCELENTE ESTADO, CERCANO A MALL TOBALABA Y FUTURA ESTACIÓN METRO, UNA BUENA OPORTUNIDAD DE INVERSIÓN, CON EXCELENTE CONECTIVIDAD, Y A SERVICIOS, COLEGIOS Y CENTROS DE SALUD."
142,Casa,comprar,"1.606,60",45.000.000,San Bernardo,1,2,"Entrega inmediata, gran oportunidad, se acepta subsidio, casa 2 pisos totalmente sólida 2 dormitorios 1 baño entrada para 2 vehículos antejardin y patio trasero con cerámica, recién remodelada. Se recibe subsidio, crédito hipotecario y ofertas al contado"
