,body,datetime,headline,lead,news_type
418,"El senador Guido Girardi, presidente de la Comisión de Medio Ambiente del Senado, valoró que el 9 de enero pasado el Ejecutivo haya ingresado el Proyecto de Ley Marco de Cambio Climático -cuatro meses después de lo anunciado- que deberá ser visto por la instancia que preside. Sin embargo lo calificó de “insuficiente ante la magnitud del problema”.Girardi dijo que la LMCC “tiene algunos aportes como los principios precautorios, de transversalidad, de justicia social que son relevantes, pero en general es insuficiente por la magnitud del problema que enfrenta el planeta y particularmente Chile”.El senador dijo que LMCC “debe decretar emergencia climática pues estamos entre los 15 países que sufrirán más los efectos del Calentamiento Global por el aumento de 1° en los últimos 170 años. El escenario más probable es que en las próximas tres décadas la tem° aumente dos o tres grados. En Chile va a disminuir la pluviometría al de un clima desierto. Antes en Santiago llovían 300 mm, este año fueron sólo 80. La escasez hídrica va a ser dramática”.Por eso el parlamentario afirmó que es necesario “impulsar políticas activas y potentes para resguardar el agua y establecerla como un bien nacional de uso público; proteger los glaciares; usar agua potable sólo para beber y para lo demás aguas recicladas o grises; desarrollar tecnología para desalar agua con energía solar… y nada de eso está incluido en la normativa. Una LMCC no sólo debe plantear una institucionalidad y generar instrumentos eficaces”.El senador Girardi también criticó que se plantee ser carbono neutral en el 2050, “eso es demasiado tarde y no evitará la catástrofe, la carbono neutralidad para Chile –y como ejemplo para el mundo- debe ser el 2030 porque podemos reemplazar la energía que produce el carbón (40%) por energía solar gracias a que tenemos el desierto más irradiado del planeta”.Girardi afirmó que “el 2050 es no hacer ningún esfuerzo, el 2030 implica voluntad política para cerrar las centrales a carbón que son las responsables de las zonas de sacrificio y que destruyen la vida en Coronel, Huasco, Tocopilla, Mejilllones, Puchuncaví, Quintero y Ventana”.El parlamentario señaló que la LMCC “no incluye criterios importantes sobre la biodiversidad, la ley que hicimos sobre biodiversidad protege a la que está en los parques o áreas silvestre protegida. Y uno de los efectos del CC va ser la extinción masiva de especies que no se van a poder adaptar”.El senador cuestionó “la ausencia de impuestos verdes por contaminar, actualmente se paga 5 dólares por tonelada de CO2, lo que es una vergüenza y debiera ser de US $ 50 por tonelada de carbón lo que sería un fuerte desincentivo para usarlo y reemplazarlo por energías renovables no convencionales”.También criticó que el Ejecutivo proponga externalizar la certificación de la disminución de emisiones, “se pasa a privados el rol indelegable del Estado de fiscalizar” y agregó que “por todas esas razones esta LMCC debe ser revisada porque, así como está, no va a resolver el problema”.Girardi reprochó “la decorativa participación ciudadana que no es dirimente” y dijo que “no era creíble si el Gobierno sigue negándose a firmar el Acuerdo de Escazú que busca garantizar la información a las comunidades y la participación ciudadana de manera deliberativa”.El senador llamó al Presidente Sebastián Piñera y a la ministra Carolina Schmidt a “traducir en la LMCC el ambicioso compromiso que planteó cuando se anunció que la COP25 se haría en Chile. El proyecto enviado no refleja eso porque es de bajo estándar e insuficiente”.",2020-01-13T02:48:57+00:00,Girardi pide al Gobierno revisar ley de cambio climático,"El senador PPD valoró que el Ejecutivo envié un Ley Marco de Cambio Climático, pero la calificó de insuficiente “ante la gravedad del problema: no declara emergencia hídrica, no protege los glaciares, propone ser carbono neutral muy tarde (2050), no cierra las termoeléctricas ni termina con las zonas de sacrificio, no protege la biodiversidad; no fortalece la participación ciudadana ni sanciona penalmente los delitos ambientales”.",Nacional
419,"A diferencia de la UDI y un importante sector de RN, Evoli se inclinaría por la opción aprobar la creación de una Nueva Constitución en el plebiscito de abril, según aseguró hoy el senador de ese partido y uno de sus líderes, Felipe Kast.El dirigente respondió así tras un cuestionamiento directo del conductor del espacio, Iván Valenzuela, luego que que el diputado Pablo Vidal, también entrevistado en el espacio, dijera que era muy importante que el senador por la Araucanía se manifestara a favor del proceso constituyente.Kast, asimismo, le pidió a la Oposición que ayudara a no crear condiciones que perjudicaran la realización del plebiscito.Los socios de Evopoli, la UDI instittucionalmente y RN en su gran mayoría, han manifestado públicamente que votará por el rechazo en la consulta de abril y que no están dadas las condiciones para discutir una nueva carta magna en el país.",2020-01-12T15:09:07+00:00,Evopoli apoyará opción de Nueva Constitución en plebiscito de abril,"Así lo manifestó el senador y fundador del partido, Felipe Kast, esta mañana en canal 13.",Portada
420,"Los Cuerpos de la Guardia Revolucionaria Islámica (CGRI) de Irán asumieron la responsabilidad por el siniestro del avión Boeing 737 de la compañía Ukraine International Airlines, derribado por error el 8 de enero tras despegar del aeropuerto de Teherán rumbo a Kiev.“Después de escuchar sobre el siniestro del avión ucraniano, deseé estar muerto, para no ser testigo de esa tragedia”, afirmó el comandante de la Fuerza Aeroespacial del CGRI, Amir Ali Hajizadeh, durante una conferencia de prensa al respecto.“Somos totalmente responsables de esto, y no importa qué decisión tomen las autoridades, lo obedeceremos”, agregó el alto mando.El alto cargo militar indicó que la defensa antiaérea tomó al avión como un misil de crucero que se encontraba a 19 kilómetros. “El sistema de defensa aérea reconoció el avión ucraniano como un misil de crucero ubicado a una distancia de 19 km”, reconoció Amir Ali Hajizadeh. Agregó que el canal de comunicación no funcionó y el operador del sistema antiaéreo tenía 10 segundos para decidir derribar o no el objetivo.“La decisión del operador fue errónea”, puntualizó.El 8 de enero, un Boeing 737 de Ukraine International Airlines con casi 180 personas a bordo se estrelló cerca del aeropuerto Imán Jomeiní, en Teherán. Todos los ocupantes de la aeronave fallecieron.El Estado Mayor iraní admitió que el avión fue derribado por error por un misil después de ser identificado como un blanco enemigo tras acercarse demasiado a una importante instalación militar.La catástrofe aérea del avión ucraniano tuvo lugar horas después de que el Ejército iraní bombardeara dos bases militares estadounidenses en Irak en represalia por el asesinato del general Qasem Soleimani, comandante de la Fuerza Quds de los Guardianes de la Revolución, producido una semana antes en Bagdad.El presidente de Irán, Hasán Rohaní, trasladó sus condolencias a las familias de los fallecidos en el accidente aéreo y urgió castigar a los responsables de la catástrofe.",2020-01-11T22:47:48+00:00,Guardia Revolucionaria Islámica de Irán reconoce que derribó “por error” el boeing ucraniano,"En la tragedia, que fue asignada a un error humano, perecieron casi 180 personas.",Internacional
421,"Último día del segundo fin de semana en Santiago a Mil y se cierra con la inauguración de Tocatas Mil 2020 en la explanada de Matucana 100.Los espectáculos también llegarán a Isla de Maipo con “El Horacio”. Obra dirigida por Néstor Cantillana, que nos remonta a la antigua Roma bajo un estilo caracterizado como “concierto poético”, donde los intérpretes toman el papel de juglares.Además, se inaugura la extensión en Frutillar con “Mocha Dick”, donde con un muy logrado engranaje visual y despliegue escénico, La Mona Ilustre trae los mares del sur al escenario para dar vida a esta novela gráfica.Y para cerrar la semana, destacamos la última función en Teatro Municipal de Las Condes de “King Lear”. Este unipersonal, traído por la Contemporary Legend Theatre desde Taiwán, demuestra un despliegue escénico único, la historia de poder, ambición y la vejez que atraviesan a cada uno de los personajes de la clásica tragedia shakesperiana.FUNCIONES GRATUITAS:• 10:00 a 21:00 h: Exposición Fragilidad y Excesos: Archivo abierto de la escena chilena 1983-1992 de Jorge Brantmayer en GAM.• 18:00 h. La Banda del Caleuche y las Hadas Cósmicas (Música), Chile. M100, Estación Central.• 19:30 h. “La Pichintún” Mariana Muñoz, Chile. Av. Arturo Prat con Av. Condell, Renca. (Pasacalle)• 20:30 h. “El Horacio” Heiner Muller y Néstor Cantillana, Chile. Calle Santelices con Calle Izaga, Isla de Maipo.• 19:30 h. “El Jardín de los Ángeles” Theatre TOL, Bélgica. Parque Padre Hurtado, Las Condes.• 20:00 h. “Acosta Danza” Carlos Acosta, Cuba. Anfiteatro Pudahuel, Pudahuel.FUNCIONES DE SALA:• 12:00 h. “2070 El Último Documental Animal” La Otra Zapatilla, Chile. GAM, Santiago.• 12:30 y 16:30 h. “Pareidolia, Juegos Para Activar la Imaginación” Teatro La Llave Maestra, Chile. M100, Estación Central.• 15:00 h. “Trance: Cuerpo y Ancestralidad” JAFCO América Dance, Chile. GAM, Santiago.• 16:00 y 19:00 h. “Chau, Adiós Chatarra Electrónica” Los Fi, Chile. Centro de Extensión Instituto Nacional, Santiago.• 16:00 h. “Yo También Quiero Ser un Hombre Blanco Heterosexual” Teatro del Antagonista, Chile. Teatro Camilo Henríquez, Santiago.• 16:00 h. “Las Palmeras Salvajes” Séverine Chavier y William Faulkner, Chile / Francia. GAM, Santiago.• 17:00 h. “King Lear” Contemporary Legend Theatre, China. Teatro Municipal de Las Condes, Las Condes.• 17:00 h. “Resonar 2.0” Francisca Morand y Camilo Rossel, Chile. GAM, Santiago.• 18:00 h. “Borborygmus” Lina Majdalanie, Mazen Kerbaj y Rabih Mroué, Líbano / Alemania. MORI Recoleta, Recoleta.• 19:00 h. “El 11 de Septiembre de Salvador Allende” Teatro Aleph, Chile. Sala Julieta, La Cisterna.• 19:00 h. “El Abuelo que Saltó por la Ventana y se Largó” Teatropan, Chile. Aldea del Encuentro, La Reina.• 19:00 h. “Mastodonte Show” Familia Carromatto, Chile / Italia. Aldea del Encuentro, La Reina.• 20:00 h. “Mujeres Creadoras en el Teatro de Animación” Jaime Lorca, Chile. Anfiteatro Bellas Artes, Santiago.• 21:00 h. “Las Vacas, Mis Ojos Detrás de la Ventana” Gran Circo Teatro, Chile, Gran Circo Teatro, Santiago.TEATRO A MIL EN REGIONES:• 20:00 h. “Tragicomedia del Ande” Tryo Teatro Banda, Chile. Medialuna Monumental, Rancagua. (GRATIS)• 19:00 h. “Mocha Dick” La Mona Ilustre, Chile. Teatro del Lago, Frutillar.",2020-01-11T22:37:49+00:00,Tocatas marcarán la jornada dominical de Santiago a Mil,"La Banda del Caleuche y las Hadas Cósmicas será la encargada de dar comienzo a este ciclo musical, al ritmo del pop, rock y folclor, mediante su particular puesta en escena: a bordo de un mítico barco.",Cultura
422,"Dicen que la infancia es la etapa más importante de la vida en el aprendizaje y el control de las emociones. Dicen que los adultos debemos guiar a los niños a esto, pero ¿quién mejor que los mismos niños para aconsejar sobre esto?Gabriel, un niño de ocho años, preocupado por las distintas emociones que lo invadían a ratos, decidió crear un cuento con el objetivo de ayudar a los demás niños a superar sus frustraciones y enojos cuando algo no anda bien. Para ello, le pidió ayuda a su hermano de cinco años,Adrián, con los dibujos y colores del libro, para que se entendiera mejor su objetivo.Con actividades y material inédito, estos hermanos demostraron que los mejores consejos para niños deben ser escritos por quienes más los entienden: otros niños.Con ayuda de sus padres, Marcos y Natalia, Gabriel y Adrián, publicaron este increíble libro que ayuda a potenciar la autoestima de los más pequeños del hogar.Ficha TécnicaTítulo: Mamá, hay un monstruo en mi cabezaAutores: Gabriel & AdriánSello: B de BlokN° de págs.: 64P.V.P: $10.000",2020-01-11T14:16:48+00:00,"Mamá, hay un monstruo en mi cabeza: guía de autocontrol emocional para niños, creada por niños","El sello B de Blok publica el primer libro de Gabriel & Adrian, niños de ocho y cinco años, que ayuda a gestionar los pensamientos negativos y a potenciar el autoestima de los pequeños que se han visto sobrepasados por la inmensa cantidad de emociones que viven a diario.",Cultura
423,"La compañía ESET, experta en detección de amenazas, alerta ayer sobre un nuevo phishing vía WhatsApp que suplanta la identidad de una popular plataforma de compra y venta de productos online con el objetivo de engañar a los usuarios al hacerles creer que están regalando cupones gratuitos, y así robar su información financiera.El mensaje que está circulando ofrece supuestos cupones por valor de $5.000 como parte de la celebración del aniversario de la empresa. Cabe destacar también que ESET confirmó la existencia de la misma campaña ofreciendo cupones gratuitos, pero suplantando la identidad de dos conocidas marcas de supermercados en Argentina.Los responsables detrás de este engaño utilizan el dominio completo como parte de la composición de la URL registrada y de esta manera buscan confundir a usuarios desprevenidos que no presten atención a la URL completa.“Al igual que en el mensaje inicial que llega a través de WhatsApp, llama la atención la atemporalidad de la oferta, ya que estas campañas. En caso de ser reales, suelen incorporar la fecha a la que hacen referencia, o bien hasta cuando están vigentes. Este es otro aspecto al que deberían prestar atención los usuarios a la hora de recibir este tipo de invitaciones.”, menciona Luis Lubeck, Especialista en seguridad informática de ESET Latinoamérica.Una vez que verifican que la víctima cumplió con el requisito de compartir con sus contactos el mensaje, continúa el engaño. A partir de este paso, la obtención del cupón se reduce al “azar” y elegir la supuesta caja que contiene el prometido premio. “Habiendo analizado el engaño desde diferentes dispositivos y a lo largo de distintas horas, ESET identificó que la cantidad de cupones disponibles no se modificó y que en las pruebas realizadas siempre se ganó, sin importar la caja seleccionada.”, asegura Lubeck.En este punto, la campaña ya no solo busca distribuirse, sino que busca obtener datos financieros de las potenciales víctimas, información que solicitará en la página a la cual será redireccionada la víctima al hacer clic en el botón OK, la cual en este caso se trata de un sitio de un servicio de streaming.“A lo largo del análisis no se observó que adicionalmente se instalaran servicios o aplicaciones maliciosas en el dispositivo, por lo que interpretamos que lo único que buscan obtener los operadores de esta campaña es información personal de sus víctimas y monetizar la misma con el registro en servicios online. Haciendo un análisis del dominio verificamos que estamos ante una campaña muy reciente, ya que el mismo se registró un día antes de la publicación de este post”, señalan los especialistas de ESET.Al igual que con cualquier campaña de phishing o ingeniería social, para no ser víctimas de este tipo de engaño o similar, es importante estar atentos a este tipo de mensajes y revisar la URL del mensaje antes de hacer clic. Otra recomendación de ESET es hacer una búsqueda en la web para ver si se encuentra información sobre esta promoción, ya sea en la página oficial o si alguien más reportó el engaño (en este caso particular se hubieran encontrado muchas alertas sobre la campaña).",2020-01-11T14:03:58+00:00,Engaño a través de WhatsApp ofrece falso cupón gratuito de 5 mil pesos,"El fraude, denunciado por la empresa ESET, utiliza el nombre de diferentes comercios y reconocidas tiendas.",I+D
424,"Funcionarios de la Subsecretaría de Previsión Social llegaron hasta la Sucursal San Felipe del Instituto de Previsión Social (IPS) para dar a conocer los alcances de la Encuesta de Protección Social (EPS) que se comenzó a realizar y hacer un llamado a la ciudadanía a colaborar, pues a partir de la información recabada se formularán nuevas políticas sociales sobre la materiaJunto al director del IPS en la región de Valparaíso, Marcial Fernández, explicaron que el estudio fue encargado por el Ministerio del Trabajo y Previsión Social a la Consultora IPSOS, que tendrá la tarea de encuestar en forma presencial a cerca de 18.000 personas a lo largo de todo el país, para obtener información estadística en las distintas áreas de la seguridad social, incluyendo trabajo, familia y salud.Fernández precisó que “se trata de un estudio que se realiza por séptima vez y aportará mucha información valiosa para formular políticas públicas o perfeccionar las existentes y, por lo mismo, estamos dando a conocer que comienza el trabajo de campo para que las personas sepan y accedan a participar”.La EPS se está desarrollando en todo el territorio nacional, a excepción de Isla de Pascua y el archipiélago Juan Fernández y considera a la población de 18 años y más, de todos los estratos socioeconómicos.Fernández agregó que la EPS busca “proporcionar una herramienta de diagnóstico para la toma de decisiones y diseño de políticas en materia de previsión, contribuir con información fidedigna a la evaluación de programas en el ámbito de la seguridad social, proveyendo estadísticas que permitan el estudio y seguimiento de la población”.La última EPS se realizó en 2016 y en esta versión se ha procurado simplificar el cuestionario, reducir el número de preguntas y se incorporó una carta de consentimiento informado, en la cual se consulta a cada entrevistado si está o no de acuerdo en que su información, anonimizada, pueda ser cruzada con otros datos administrativos de salud y de otras fuentes.Las personas seleccionadas para participar en la EPS serán contactadas en su vivienda por un encuestador de IPSOS Chile SPA, quien portará una credencial y le notificará formalmente la invitación a participar . Por cualquier cosa, se puede verificar que es un encuestador ingresando el nombre o RUT en la página www.ipsos.cl/eps La EPS se va a aplicar entre enero y junio de 2020 y se espera que durante el primer semestre de 2021 se den a conocer los primeros resultados.",2020-01-11T13:51:22+00:00,Llaman a ciudadanía a colaborar en 7ª Encuesta de Protección Social para el diseño de políticas en materia de previsión,"El objetivo es proporcionar una herramienta de diagnóstico para la toma de decisiones y diseño de políticas públicas, así como evaluar programas en el ámbito de la seguridad social, proveyendo estadísticas que permitan el estudio y seguimiento de la población.",Economía
425,"El ministro en visita extraordinaria para causas por violaciones a los DDHH de la Corte de Apelaciones de Santiago, Jaime Balmaceda Errázuriz, (subrogante del ministro Mario Carroza Espinosa), ordenó ayer el ingreso en calidad de rematado del exagente de la Dirección de Inteligencia Nacional (DINA) y coronel en retiro de Carabineros Ricardo Lawrence Mires, condenado en diversas causas por crímenes de lesa humanidad.En la resolución, el ministro Balmaceda dispuso el ingreso de Lawrence Mires para que cumpla 10 años y un día de presidio, en calidad de autor del delito de secuestro calificado de Miguel Acuña Castillo, una de las 119 víctimas de la denominada “Operación Colombo”.Una vez notificado de esta nueva condena, Gendarmería dispuso el ingreso Lawrence Mires al pabellón “Asistir”, ubicado en el Centro de Cumplimiento Penitenciario Colina 1.En los próximos días, Lawrence Mires, además, será notificado de otras sentencias en las que se encuentra condenado a firme, que incluyen casos de secuestros calificados, homicidios calificados y aplicación de tormentos en el Centro de Detención Clandestina de Villa Grimaldi.",2020-01-11T13:41:48+00:00,Ex agente DINA Ricardo Lawrence ingresó a Colina 1 para cumplir condena por crímenes de lesa humanidad,"El coronel (R) de Carabineros se entregó ayer a la policía, luego de estar 5 años en la lista de los más buscados.",Nacional
426,"La IX Encuesta Nacional de Juventud arrojó un aumento de las personas que se declaran con sexualidades diversas, así como de quienes dicen ser heterosexuales, disminuyendo quienes no saben o no responden, “lo cual significa que hay menos temor para señalar o comentar la orientación sexual, sea cual sea esta”, señaló el Movimiento de Integración y Liberación Homosexual (Movilh) dar a conocer las cifras referentes a población LGBTI.“El sondeo destacó muy especialmente por consultar por primera vez sobre identidad de género, lo cual contribuye a la visibilidad de las personas trans, mientras que el respaldo al matrimonio igualitario y a la adopción homoparental subieron 10 puntos en relación al sondeo previo efectuado en 2015, todo o cual refleja un profundo cambio cultural que valoramos”, dijo al Movilh al analizar los resultados y compararlos con años previos.El estudio fue aplicado por el Injuv desde diciembre del 2018 hasta abril de 2019 a 9.700 jóvenes entre 15 y 29 años, siendo su margen de error del +/-1% y su nivel de confianza del 95%.El 90.5% se declaró heterosexual, cifra que en 2015 era del 82.9% y en 2013 del 84%.En tanto, el 7.2% se declaró parte de las diversidades sexuales o en proceso de exploración, cifra que era del 5.4% en 2015 y del 3% en 2013.Del todal de quienes se identifican con las diversidades sexuales, el 2,1% dijo ser homosexual; el 2.4%, bisexual; el 2.1% “en exploración” y el 0,6% se ubicó en “otra categoría”. En 2015 las cifras eran de 2,2; 1,6%, 1,6% y 0%, en forma respectiva. En tanto, en 2013 eran de 2%, 1%, 0% y 0%.Interesante es que ha ido disminuyendo el número de personas que no sabe o no responde: en 2013 era del 12%; en 2015 del 11,3% y en 2019 del 2,3%.Además, el 2.1% señaló tener una identidad de género diversa o, en palabras de la encuesta, un sexo asignado al nacer que “no coincide con la percepción del género”. Los hombres trans, según el sondeo, serían el 0.6% de los jóvenes y las mujeres trans el 0.9%, mientras que el 0.6% se declara transgénero.En 2013 la Encuesta Nacional del Injuv consultó por primera vez sobre la orientaciones sexuales diversas tras una propuesta del Movilh, sin embargo, en esa oportunidad el gobierno no aceptó preguntar sobre la identidad de género, aún cuando ello también era una demanda de dicho movimiento LGBTI.Conversaciones posteriores con el Ministerio de Desarrollo Social y de la Familia, finalmente incluyeron la consulta.El estudio también arrojó un aumento del apoyo de los jóvenes a los derechos LGBTI: el 68,5% respalda el matrimonio igualitario y un 60,7% la adopción homoparental. En 2015 los números eran de 58,6% y 50,1%, en forma respectiva.Estas consultas también fueron aplicadas por el Injuv a 1.480 personas adultas de entre 30 y 59 años, siendo el margen de error de +/-2,5% y el nivel de confianza de 95%. En este caso, el 46.7% apoya el matrimonio igualitario y el 33,9% la adopción homoparental.",2020-01-11T13:29:57+00:00,"7,2 por ciento de los jóvenes declara orientación sexual diversa y 2,1 señala ser Trans en encuesta del INJUV","Además aumentó en 10% el respaldo al matrimonio igualitario y a la adopción homoparental, siendo las cifras valoradas por el Movilh",Portada
427,"En febrero de 2019 conocimos la prepotencia del presidente de Gasco, que le solicitó a tres personas que “abandonaran su lago”. El hecho fue recordado por Francisca Quiroga y se refirió –más allá de los memes- al “atropello, el abuso y el acceso a un bien público”, que representó dicha situación.“Esos personajes se creen dueños y con una prepotencia y arrogancia a un otro que desprecia. Creo que esa escena fue muy clarificadora de eso que sabemos (…) el maltrato, abuso, concentración de la propiedad, la familia. Todas estas cosas que estaban en la discusión académica y política, se trasladaron a un hecho concreto”, dijo Quiroga.Junto con esto, se refirió al 8M feminista, como un “hecho brillante en términos comunicacionales”. Argumentó que la visibilización de la violencia a la mujer, el abuso, el aborto y el exigir derechos políticos, fueron la antesala de lo que sucedió en octubre.Por su parte, Francisco Martorell añadió que “el presidente de Gasco coronó el abuso” y “el 8 de marzo con la gran cantidad de mujeres en la calle”, son imágenes que permiten demostrar claramente el sentido de las demandas.Otros de los temas fue la Nueva Constitución, el Plebiscito Constituyente, la salida de Televisa de Chile y con ello el cierre de revistas emblemáticas.“Los medios de comunicación comienzan a vivir el 20 febrero la crisis de, primero, cambio de papel y luego un elemento que se ve todo el año: despido, malos tratos, huelgas, etc”, argumentó Martorell.Revisa el programa completo acá:",2020-01-11T01:17:23+00:00,La Suma de Todos los Medios: revive el último capítulo de la temporada,"Beatriz Sánchez, Francisca Quiroga y Francisco Martorell realizaron un análisis de lo que marcó comunicacionalmente al 2019. Revisa el resumen aquí.",Nacional
428,"Por Daniel Vak ContrerasCon la presentación de Baeza-Yates, ¿Representan los Datos de Medios Sociales a Chile? concluyó ayer el XI Encuentro Sociedad y Tecnologías de la Información: “Big Data y Social Media”.En su presentación el profesor Baeza-Yates indicó que en el mejor de los casos el número de usuarios de Twitter es de 3.500.000 chilenos, es decir solo un 18 % de la población de nuestro país. “Twitter es una muestra sesgada por género, edad y económicamente y cumple la ley que del 90-9-1, ya que el 90% solo mira, el 9% da likes y el 1% crea contenido”.Otro de los datos entregados por el profesor Investigador senior del Instituto Milenio de Fundamentos de Datos y Profesor Titular part-time de la Universidad de Chile y CTO de NTENT, es que “las empresas que tienen datos masivos son muy pocas. La mayor parte de las empresas no tiene Big Data y es muy poco probable que los tenga. El verdadero problema es trabajar con datos pequeños”.Para Baeza-Yates es importante resaltar que “Los sesgos de los algoritmos se pueden resolver, pero los de las personas no. Por eso las personas siempre deberían hacerse un auto análisis y reconocer cuáles son los sesgos que tienen y aunque les duela reconocerlo. Si en un algoritmo entra basura, sale basura, no importa cuán bueno es el algoritmo. Además, presencia no siempre es influencia, ni es el mismo mensaje. Y anonimato no siempre es privado, por que aunque los datos sean anónimos permiten identificar a las personas, sobre todo con el uso de ciertas aplicaciones móviles”.Las presentacionesEl encuentro además contó con la presentación de Jessica Matuas y Patricia Peña directora de la ONG Datos protegidos que hablaron sobre Censura y perfilamiento de las plataformas.Por otra parte, Bárbara Poblete Investigadora del Instituto Milenio Fundamento de los Datos presentó su trabajo “Generando valor desde las redes sociales en tiempos de desinformación y trolls”.El encuentro fue abierto con la presentación La algoritmificación de nuestra convivencia por parte de Alejandro Barros, Académico Asociado – Centro de Sistemas Públicos, Universidad de Chile y Enzo Abbagliati, Director Ejecutivo de Factor Crítico y profesor del Magíster en Comunicación UDP.Mira todas las exposiciones en El Periodista TV",2020-01-10T23:05:57+00:00,Las redes y los datos bajo la lupa de expertos en encuentro organizado por El Periodista,"El  evento, organizado por la revista El Periodista, el Instituto Milenio Fundamento de los Datos y patrocinado por Duoc UC Sede Antonio Varas, contó con la participación de cerca de 200 asistentes personales y más de mil en línea.",I+D
429,"El Tribunal Constitucional declaró inadmisible un recurso de inaplicabilidad presentado por la defensa de uno de los carabineros que participó en la agresión de Moisés Órdenes, quien el 23 de octubre de 2019 llegó a manifestarse en plaza Ñuñoa y fue agredido por 12 efectivos policiales, producto de lo cual terminó policontuso y perdió la visión del ojo izquierdo.La acción de inaplicabilidad por inconstitucionalidad cuestionaba las atribuciones del Instituto Nacional de Derechos Humanos para presentar querellas por el delito de torturas, tipo penal que fue invocado por el INDH y el Ministerio Público por la agresión perpetrada por efectivos policiales contra Moisés Órdenes en plaza Ñuñoa. Delito que fue recalificado hace algunos días por la Corte de Apelaciones de Santiago, tipificándolo como violencia innecesaria.El abogado Pablo Rivera, coordinador de litigios estratégicos del INDH, destacó la decisión porque “entendemos que el fallo efectivamente sienta una doctrina que es posible sustentar en diversos casos. El razonamiento detrás del fallo es contundente respecto a nuestra legitimidad activa para sostener acciones penales por el delito de tortura, efectivamente yo creo que va a tener un efecto respecto al resto de las querellas”.Rivera puntualizó que “esta es la primera vez que se presenta una acción para desestimar la legitimación activa del INDH para querellarse por torturas y de ahí la importancia de que esta acción de inaplicabilidad haya sido declarada inadmisible por el Tribunal Constitucional, con sólidos argumentos porque ratifica una línea jurisprudencial ya asentada por el Poder Judicial y que ahora viene a ratificar el Tribunal Constitucional”.Fuente: INDH.",2020-01-10T21:41:31+00:00,Tribunal Constitucional ratifica legitimidad del INDH para querellarse por casos de tortura,"El Tribunal Constitucional declaró inadmisible un recurso de inaplicabilidad presentado por la defensa de uno de los carabineros que participó en la agresión de Moisés Órdenes, quien el 23 de octubre de 2019 llegó a manifestarse en plaza Ñuñoa y fue agredido por 12 efectivos policiales, producto de lo cual terminó policontuso y perdió la visión del ojo izquierdo.La acción de inaplicabilidad por inconstitucionalidad cuestionaba las atribuciones del Instituto Nacional de Derechos Humanos para presentar querellas por el delito de torturas, tipo penal que fue invocado por el INDH y el Ministerio Público por la agresión perpetrada por efectivos policiales contra Moisés Órdenes en plaza Ñuñoa. Delito que fue recalificado hace algunos días por la Corte de Apelaciones de Santiago, tipificándolo como violencia innecesaria.El abogado Pablo Rivera, coordinador de litigios estratégicos del INDH, destacó la decisión porque “entendemos que el fallo efectivamente sienta una doctrina que es posible sustentar en diversos casos. El razonamiento detrás del fallo es contundente respecto a nuestra legitimidad activa para sostener acciones penales por el delito de tortura, efectivamente yo creo que va a tener un efecto respecto al resto de las querellas”.Rivera puntualizó que “esta es la primera vez que se presenta una acción para desestimar la legitimación activa del INDH para querellarse por torturas y de ahí la importancia de que esta acción de inaplicabilidad haya sido declarada inadmisible por el Tribunal Constitucional, con sólidos argumentos porque ratifica una línea jurisprudencial ya asentada por el Poder Judicial y que ahora viene a ratificar el Tribunal Constitucional”.",Nacional
